代码	名称	涨幅%	涨速%	市盈(TTM)	AB股总市值	现价	市盈(动)	涨跌	买价	卖价	总量	现量	换手%	今开	最高	最低	昨收	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
688393	安必平	3.41	0.03	31.19	         31.67亿	33.93	    29.69	1.12	33.88	33.93	7894	67	          3.56	32.94	33.98	32.61	32.81	2642.83	  1.27	医疗保健	广东	4.18	33.48	3516	4378	  0.80	9	64	--  	0.66	          0.00	--  	--  	          0.22	          7.52亿	  3.83	    686	     12	        0.0052	2	0.03	3.41	-13.24	-5.80	-7.55	0	          3.56	          7.52亿	         23.76	37.37	0.71	-- -- 	7	8		0.40	3.57	-0.61	2.03	3.01	-0.15	4.05	20210716	20200820	          0.93	--  	--  	13.17	11.95	         -0.01	9.34	10.74	0.57	0.06	0.85	6.63	0.28	1.95	--  	7.52	1.00	0.22	0.31	0.02	0.31	0.27	0.22	3.14	0.02	0.28	7956.00	          2787	9.46万	169.87	158.72	          2.65	2024.82	31.83	0.83	0.290㈠	         12.80	0.00	          8.06	          3.36	          0.02	         90.72	   2.23㈠	         77.57	         31.46	         26.80	0.06	527	688393	--  	--  	--  	
688108	赛诺医疗	3.35	0.53	--  	         39.16亿	9.55	--  	0.31	9.55	9.56	36004	604	          1.25	9.11	9.66	9.11	9.24	3397.73	  0.85	医疗保健	天津	5.95	9.44	14656	21348	  0.69	195	31	--  	0.00	          0.00	--  	--  	          2.87	         27.44亿	  3.78	   1473	     24	        0.0009	2	1.54	1.59	-15.19	13.56	-29.10	0	          2.40	         14.31亿	         36.54	174.07	0.74	-- -- 	1	2	11	-1.41	4.55	-1.41	2.13	4.83	-1.14	4.83	20210716	20191030	          4.10	--  	--  	11.96	10.37	--  	13.32	6.38	0.93	0.76	0.82	3.68	0.66	0.41	--  	5.45	0.28	0.10	-0.45	0.00	-0.45	-0.41	-0.42	0.47	-0.33	-1.77	9749.00	         15369	14.68万	-624.34	-61.58	          3.78	-116.99	141.31	0.00	-0.100㈠	          2.53	0.00	          1.33	          0.12	         -0.08	         86.68	  -3.98㈠	         62.86	       -161.56	       -149.03	0.31	527	688108	--  	--  	--  	
688510	航亚科技	3.29	-0.21	138.58	         70.59亿	27.32	   663.64	0.87	27.31	27.32	39790	457	          7.58	26.90	27.50	26.06	26.45	10668.88	  0.60	航空	江苏	5.44	26.81	19037	20753	  0.92	12	44	--  	122.30	          0.09	--  	--  	          0.53	         14.34亿	  3.71	   2066	     19	        0.0037	2	4.59	-1.58	17.76	26.07	-22.89	1	          7.58	         14.34亿	         20.32	117.85	0.82	-- -- 	1	7		1.70	3.97	-1.47	1.37	1.56	-0.65	4.83	20210716	20201216	          2.58	--  	--  	12.46	9.42	          0.01	24.34	8.01	3.39	0.27	2.28	4.39	0.83	1.48	--  	5.92	0.59	0.38	0.03	0.00	0.03	0.03	0.02	0.82	-0.30	-0.28	11892.00	          4415	12.06万	0.00	0.00	          7.49	-237.23	120.64	0.00	0.010㈠	          3.65	0.00	          2.29	          0.32	         -0.12	         75.61	   0.28㈠	         35.78	          4.84	          4.54	0.09	400	688510	--  	--  	--  	
688201	信安世纪	3.13	0.45	42.51	         55.83亿	59.95	    95.20	1.82	59.90	59.95	13737	132	          7.25	58.13	61.80	56.12	58.13	8058.47	  0.99	通信设备	北京	9.77	58.66	6957	6780	  1.03	26	4	--  	2.91	          0.00	--  	--  	          0.19	         11.36亿	  3.55	   1388	     10	        0.0052	2	1.55	0.41	6.51	1.10	127.04	1	          7.25	         11.36亿	         20.35	52.16	1.05	-- -- 	10			0.00	6.31	-3.46	0.92	3.13	-2.99	6.82	20210727	20210421	          0.93	--  	--  	11.21	9.79	          0.00	12.60	9.37	0.47	0.16	1.31	3.69	0.77	1.80	--  	6.82	1.54	0.43	0.27	0.01	0.26	0.29	0.24	1.71	-0.60	2.87	5118.00	          3704	22.20万	484.34	30.08	          5.70	-93.20	36.33	0.63	0.315㈡	         10.52	0.00	          7.32	          1.84	         -0.64	         87.37	   2.99㈡	         72.26	         17.34	         19.08	0.46	648	688201	--  	--  	--  	
688095	福昕软件	3.08	0.17	92.06	        105.70亿	219.57	    85.71	6.56	219.19	219.57	2480	43	          2.17	213.57	222.00	210.29	213.01	5375.89	  0.94	软件服务	福建	5.50	216.78	1153	1327	  0.87	7	2	--  	0.00	          0.00	--  	--  	          0.11	         25.08亿	  3.50	    705	      4	        0.0031	2	2.41	1.66	-6.45	4.46	-8.97	1	          2.17	         25.08亿	         23.73	91.68	1.30	MACD金叉	1	14		0.26	4.22	-1.28	1.77	2.81	-1.09	4.41	20210716	20200908	          0.48	--  	--  	31.92	30.21	          0.00	5.36	29.58	0.48	0.28	1.52	7.13	0.00	0.54	--  	26.90	1.27	0.04	0.36	0.09	0.37	0.31	0.16	2.58	0.11	-3.87	5351.00	          2134	46.87万	0.00	0.00	          3.50	948.54	83.16	0.36	0.640㈠	         62.75	0.00	         55.88	          5.35	          0.23	         94.63	   1.02㈠	         96.94	         28.66	         24.26	0.28	555	688095	--  	--  	--  	
688166	博瑞医药	3.02	0.50	81.15	        149.69亿	36.51	    76.99	1.07	36.51	36.54	14621	70	          0.81	35.46	36.75	34.66	35.44	5248.86	  0.76	化学制药	江苏	5.90	35.90	5307	9314	  0.57	5	18	--  	3.05	          0.00	--  	--  	          1.80	         65.89亿	  3.44	   1565	      9	        0.0005	2	3.63	1.99	-8.01	-6.18	-20.14	0	          0.85	         62.87亿	         42.00	88.11	1.42	-- -- 	1	7	13	0.06	3.70	-2.20	1.29	2.96	-0.65	5.34	20210716	20191108	          4.10	--  	--  	21.27	14.81	          0.01	30.30	9.31	2.29	0.81	2.79	3.78	2.18	1.75	--  	7.03	1.89	0.86	0.55	-0.00	0.55	0.49	0.48	3.62	0.03	0.33	5099.00	         33769	123.29万	42.84	45.42	         10.10	4328.83	79.27	0.23	0.120㈠	          3.61	0.00	          1.71	          0.88	          0.01	         69.66	   3.28㈠	         54.23	         29.14	         25.74	0.22	745	688166	--  	--  	--  	
688338	赛科希德	2.87	-0.44	48.75	         41.49亿	50.82	    53.33	1.42	50.82	51.00	3336	193	          1.70	49.20	51.10	48.79	49.40	1677.77	  1.07	医疗保健	北京	4.68	50.29	1294	2042	  0.63	74	111	--  	0.00	          0.00	--  	--  	          0.20	          9.96亿	  3.30	    494	      7	        0.0034	2	1.11	2.36	-10.43	2.15	-8.53	0	          1.70	          9.96亿	         24.00	59.97	0.27	-- -- 	1	12	9	-0.40	3.44	-1.23	1.80	3.29	-0.55	4.16	20210716	20200806	          0.82	--  	--  	14.21	13.76	--  	3.19	13.41	0.39	0.28	0.37	12.78	0.35	0.21	--  	10.36	0.51	0.20	0.23	0.00	0.23	0.19	0.19	2.31	0.06	0.05	8753.00	          2239	11.38万	451.46	58.45	          3.02	738.88	81.61	0.79	0.240㈠	         16.85	0.00	         12.69	          2.83	          0.07	         96.81	   1.41㈠	         61.63	         44.58	         38.26	0.04	282	688338	--  	--  	--  	
688517	金冠电气	2.84	0.08	21.26	         17.76亿	13.05	   250.02	0.36	13.05	13.06	21058	349	          6.80	12.65	13.30	12.55	12.69	2742.06	  1.11	电气设备	河南	5.91	13.02	9689	11369	  0.85	9	159	--  	0.51	          0.00	--  	--  	          0.31	          4.04亿	  3.26	   1046	     20	        0.0065	2	2.42	-1.51	-2.03	69.26	69.26	0	          6.80	          4.04亿	         22.75	23.99	0.00	KDJ金叉				-0.32	4.81	-1.10	2.61	3.16	-1.88	3.98	20210716	20210618	          1.36	--  	--  	7.60	4.49	--  	40.91	6.20	0.76	0.56	2.78	1.19	0.93	3.41	--  	1.73	0.58	0.41	0.02	0.00	0.02	0.02	0.01	1.57	-0.39	-0.38	33644.00	           920	1.20万	0.00	0.00	          2.75	-46.06	30.87	0.00	0.013㈠	          4.74	4.74	          1.27	          1.15	         -0.28	         59.09	   0.40㈠	         29.20	          3.49	          3.09	0.05	470	688517	--  	--  	--  	
688621	阳光诺和	2.77	0.07	81.08	         61.42亿	76.77	    74.77	2.07	76.55	76.77	5421	21	          3.33	74.00	76.80	73.40	74.70	4109.28	  0.87	医疗保健	北京	4.55	75.81	2119	3302	  0.64	2	45	--  	1.48	          0.00	--  	--  	          0.16	         12.48亿	  3.19	    649	      8	        0.0051	3	0.84	5.38	-20.03	185.50	185.50	0	          3.33	         12.48亿	         20.32	84.75	0.00	KDJ金叉				-0.94	2.81	-1.74	1.48	3.74	-0.04	4.59	20210719	20210621	          0.80	--  	--  	4.22	2.10	          0.05	49.19	3.00	0.73	0.04	2.07	0.71	0.07	0.68	--  	0.53	0.96	0.44	0.25	0.00	0.25	0.21	0.20	0.94	0.06	-0.39	21891.00	           743	5.70万	0.00	0.00	          9.07	1073.41	64.13	0.00	0.257㈠	          8.46	8.46	          0.66	          1.17	          0.07	         49.73	   9.80㈠	         54.52	         25.84	         21.44	0.10	733	688621	--  	--  	--  	
688127	蓝特光学	2.77	0.08	52.68	         97.13亿	24.11	    63.28	0.65	24.11	24.12	21259	123	          5.47	23.10	24.86	23.10	23.46	5168.75	  0.92	元器件	浙江	7.50	24.31	11276	9983	  1.13	62	136	--  	0.00	          0.00	--  	--  	          0.39	          9.37亿	  3.19	   1345	     16	        0.0041	2	2.36	0.38	-6.62	17.50	-32.79	1	          5.47	          9.37亿	          9.65	53.08	0.81	KDJ金叉	1	2		-1.53	5.97	-1.53	3.64	4.37	-3.02	4.37	20210728	20200921	          4.03	--  	--  	15.75	14.27	          0.00	9.39	10.04	4.70	0.55	0.72	0.76	0.74	0.67	--  	5.93	0.96	0.43	0.44	0.07	0.44	0.38	0.31	3.82	0.58	0.12	7716.00	          5036	12.14万	0.00	0.00	          6.81	166.06	100.90	0.62	0.100㈠	          3.54	0.00	          1.47	          0.95	          0.15	         90.60	   2.69㈠	         55.15	         45.97	         39.86	0.09	663	688127	--  	--  	--  	
688571	杭华股份	2.64	0.12	22.48	         27.39亿	8.56	    30.13	0.22	8.56	8.57	21719	715	          2.71	8.34	8.57	8.24	8.34	1832.60	  0.93	染料涂料	浙江	3.96	8.44	11812	9907	  1.19	88	211	--  	0.00	          0.00	--  	--  	          0.80	          6.85亿	  3.06	    715	     30	        0.0038	2	0.85	0.36	-1.61	0.35	-14.31	0	          2.71	          6.85亿	         25.00	25.07	0.67	KDJ金叉	7	1		0.00	2.76	-1.20	1.17	2.64	-0.12	3.88	20210716	20201211	          3.20	--  	--  	16.62	13.32	          0.02	19.67	13.36	2.64	0.56	3.24	6.15	1.68	2.49	--  	5.92	2.55	1.93	0.26	0.02	0.26	0.23	0.21	3.59	0.19	1.52	16814.00	          4758	4.07万	0.00	0.00	          2.06	147.01	10.75	1.29	0.070㈠	          4.16	0.00	          1.85	          1.12	          0.06	         80.19	   1.71㈠	         24.15	         10.14	          8.92	0.09	667	688571	--  	--  	--  	
688128	中国电研	2.59	-0.70	41.26	        118.52亿	29.30	    63.49	0.74	29.30	29.33	57336	189	          6.08	28.53	30.16	27.44	28.56	16446.08	  1.13	专用机械	广东	9.52	28.68	24769	32567	  0.76	172	17	--  	124.65	          0.08	--  	--  	          0.94	         27.64亿	  3.01	   2757	     21	        0.0022	2	9.97	3.57	53.89	94.68	72.56	1	         10.14	         16.56亿	         13.97	41.92	1.40	-- -- 	12	6	2	-0.11	5.60	-3.92	0.43	2.70	-2.85	6.78	20210716	20191105	          4.04	--  	--  	39.42	23.43	          0.23	40.00	29.48	4.99	1.01	13.25	9.53	5.64	5.99	--  	14.05	5.84	4.06	0.48	0.07	0.48	0.47	0.27	4.59	-1.27	2.05	10727.00	          5269	15.44万	10.86	39.30	          5.06	-93.44	20.28	1.02	0.120㈠	          5.79	0.00	          3.47	          1.13	         -0.31	         59.43	   1.99㈠	         30.58	          8.22	          7.99	0.49	2513	688128	--  	--  	--  	
688296	和达科技	2.59	-0.08	44.24	         36.22亿	33.73	--  	0.85	33.73	33.75	88006	1929	         36.05	31.80	34.60	29.51	32.88	28746.99	  0.69	软件服务	浙江	15.48	32.66	43001	45005	  0.96	158	7	--  	402.94	          0.52	--  	--  	          0.24	          8.23亿	  3.01	   2299	     38	        0.0157	2	24.97	3.44	170.71	170.71	170.71	0	         36.05	          8.23亿	         22.73	47.86	0.00	-- -- 				-3.28	5.23	-10.25	-0.65	6.07	-2.51	14.30	20210726	20210727	          1.07	--  	--  	5.20	3.41	          0.07	33.06	4.48	0.06	0.14	1.30	1.51	0.84	1.43	--  	1.32	0.43	0.26	-0.07	-0.00	-0.07	-0.06	-0.07	1.14	-0.76	-0.78	29634.00	           824	2.78万	0.00	0.00	          5.88	-47.36	85.08	0.00	-0.054㈠	          5.74	5.74	          1.23	          1.06	         -0.71	         65.58	  -1.70㈠	         38.94	        -17.42	        -13.60	0.12	655	688296	--  	--  	--  	
688313	仕佳光子	2.55	0.30	224.20	         75.61亿	16.48	   303.15	0.41	16.48	16.49	31740	200	          7.26	15.75	16.90	15.75	16.07	5212.29	  1.44	通信设备	河南	7.16	16.42	15141	16599	  0.91	82	17	--  	46.90	          0.07	--  	--  	          0.44	          7.20亿	  2.97	   1234	     26	        0.0059	2	5.24	3.20	-1.49	9.25	-30.04	0	          7.26	          7.20亿	          9.52	198.62	0.26	-- -- 	1	14		-1.99	5.16	-1.99	2.19	4.63	-2.49	4.63	20210716	20200812	          4.59	--  	--  	15.16	11.62	          0.22	21.94	10.32	3.82	0.36	2.33	1.68	1.74	2.02	--  	6.48	1.64	1.34	0.09	0.02	0.08	0.06	-0.09	0.45	-0.07	0.26	10452.00	          4181	6.89万	-41.06	34.82	          6.51	-1095.49	46.09	0.15	0.014㈠	          2.53	0.00	          1.41	          0.10	         -0.02	         76.62	   0.54㈠	         18.36	          5.19	          3.80	0.20	1479	688313	--  	--  	--  	
688681	科汇股份	2.55	0.06	31.67	         18.52亿	17.69	--  	0.44	17.68	17.69	10232	53	          4.78	17.15	17.80	17.08	17.25	1792.01	  1.29	电气设备	山东	4.17	17.51	4055	6177	  0.66	1	99	--  	7.20	          0.02	--  	--  	          0.21	          3.78亿	  2.97	    627	     16	        0.0076	2	2.50	0.40	-1.45	85.04	85.04	0	          4.78	          3.78亿	         20.44	33.47	0.00	KDJ金叉				-0.58	3.19	-0.99	1.53	3.15	-0.62	3.57	20210730	20210616	          1.05	--  	--  	5.11	3.20	--  	37.33	3.46	0.79	0.26	1.80	0.46	0.50	1.58	--  	0.82	0.47	0.29	-0.08	0.01	-0.08	-0.09	-0.09	1.30	-0.21	-0.35	26520.00	           807	1.43万	0.00	0.00	          3.55	-86.62	39.65	0.00	-0.087㈠	          4.99	4.99	          0.79	          1.24	         -0.20	         62.67	  -2.83㈠	         38.65	        -17.01	        -19.44	0.08	553	688681	--  	--  	--  	
688208	道通科技	2.53	0.50	74.55	        358.92亿	79.76	    81.53	1.97	79.76	79.80	22169	48	          0.89	78.60	81.88	76.80	77.79	17631.53	  0.91	汽车配件	深圳	6.53	79.53	9863	12306	  0.80	5	4	--  	34.00	          0.00	--  	--  	          2.50	        199.25亿	  2.95	   2430	      9	        0.0004	1	-0.83	-0.31	-7.79	9.40	17.28	1	          1.22	        144.70亿	         40.31	82.88	0.44	KDJ金叉	1	8	12	1.04	5.26	-1.27	2.24	1.48	-2.59	3.85	20210716	20200213	          4.50	--  	--  	33.89	24.43	--  	27.92	27.60	2.42	0.45	8.69	16.09	5.48	3.39	0.01	11.94	4.54	1.71	1.04	0.14	1.04	1.10	0.89	7.00	0.45	0.16	5299.00	         34236	273.07万	78.51	62.07	         14.69	806.43	79.11	0.63	0.240㈠	          5.43	0.00	          2.65	          1.56	          0.10	         72.08	   4.51㈠	         62.24	         22.89	         24.26	1.01	1882	688208	--  	--  	--  	
688533	上声电子	2.51	-0.07	51.14	         38.62亿	24.14	    44.50	0.59	24.14	24.15	46688	363	         14.34	23.53	24.40	23.22	23.55	11178.56	  1.57	元器件	江苏	5.01	23.94	23197	23491	  0.99	4	62	--  	64.71	          0.08	--  	--  	          0.33	          7.86亿	  2.93	   2206	     21	        0.0065	2	6.42	8.94	-6.07	27.12	212.69	0	         14.34	          7.86亿	         20.35	51.14	0.00	EXPMA金叉	1			-0.08	3.61	-1.40	1.67	2.59	-1.07	3.96	20210726	20210419	          1.60	--  	--  	13.49	7.31	          0.01	45.71	9.55	3.15	0.43	6.07	4.05	1.96	2.76	--  	4.80	3.14	2.32	0.25	0.04	0.25	0.22	0.64	1.19	0.10	-0.38	8664.00	          3758	9.07万	0.00	0.00	          3.90	378.21	12.32	0.00	0.136㈠	          6.18	6.18	          3.00	          0.75	          0.06	         54.19	   2.97㈠	         26.02	          7.88	          6.92	0.61	2032	688533	--  	--  	--  	
688026	XD洁特生	2.46	0.21	65.65	         87.93亿	87.93	    45.75	2.11	87.89	87.93	7768	121	          1.63	85.98	88.00	83.32	85.82	6653.96	  1.04	塑料	广东	5.45	85.65	4205	3563	  1.18	5	3	--  	0.00	          0.00	--  	--  	          0.48	         41.98亿	  2.88	   1142	      7	        0.0014	4	1.24	6.10	2.96	14.22	84.49	0	          2.83	         24.12亿	         27.43	73.66	1.05	KDJ金叉	12	8	3	0.19	2.54	-2.91	-0.19	2.27	-0.08	5.53	20210716	20200122	          1.00	--  	--  	10.68	8.45	--  	20.91	6.37	2.41	0.12	1.76	2.65	1.33	1.24	--  	4.36	1.74	0.97	0.57	0.00	0.57	0.48	0.47	2.78	-0.01	-0.52	6418.00	          4273	37.58万	43.52	133.58	         10.41	-7160.42	50.54	0.14	0.480㈠	          8.45	0.00	          4.36	          2.78	         -0.01	         79.09	   5.69㈠	         44.05	         32.88	         27.62	0.05	1252	688026	--  	--  	--  	
688577	浙海德曼	2.42	-0.30	40.76	         27.45亿	50.86	    44.53	1.20	50.86	50.90	4641	59	          3.62	49.60	52.16	49.60	49.66	2363.19	  1.38	机床制造	浙江	5.16	50.92	2033	2608	  0.78	3	50	--  	0.00	          0.00	--  	--  	          0.13	          6.52亿	  2.84	    560	      8	        0.0065	2	2.48	2.09	3.16	13.58	18.53	0	          3.62	          6.52亿	         23.76	51.56	0.47	KDJ金叉	8	8		-0.12	5.03	-0.12	2.53	2.54	-2.49	2.54	20210716	20200916	          0.54	--  	--  	10.99	7.81	--  	28.95	7.56	1.09	0.57	2.77	0.73	2.36	0.71	--  	5.44	1.14	0.73	0.18	0.01	0.18	0.15	0.14	1.60	0.06	-0.25	3391.00	          3782	19.24万	0.00	0.00	          3.52	441.22	24.18	0.98	0.290㈠	         14.47	0.00	         10.08	          2.97	          0.12	         71.05	   1.97㈠	         35.82	         16.17	         13.57	0.06	635	688577	--  	--  	--  	
688021	奥福环保	2.42	-0.01	38.08	         32.77亿	42.40	    30.60	1.00	42.40	42.54	7608	30	          1.66	41.39	42.98	40.33	41.40	3200.78	  1.27	环境保护	山东	6.40	42.07	3921	3687	  1.06	26	7	--  	0.00	          0.00	--  	--  	          0.46	         19.38亿	  2.84	    987	      8	        0.0017	2	2.17	0.03	-12.25	13.13	-30.50	0	          1.66	         19.38亿	         59.13	40.95	0.02	-- -- 	10	11	13	-0.02	3.82	-2.58	1.62	2.44	-1.35	5.13	20210716	20191106	          0.77	--  	--  	12.88	8.98	          0.20	28.69	8.98	2.45	0.32	3.36	4.20	2.09	1.29	--  	6.13	0.91	0.42	0.31	0.01	0.32	0.27	0.24	1.84	-0.23	1.30	3684.00	         12405	52.60万	29.02	28.79	          3.65	-142.05	36.16	0.75	0.350㈠	         11.62	0.00	          7.93	          2.38	         -0.30	         69.73	   2.98㈠	         53.83	         34.03	         29.54	0.05	732	688021	--  	--  	--  	
688277	天智航-U	2.38	0.16	--  	        104.54亿	24.90	--  	0.58	24.90	24.91	63386	877	          2.13	24.29	25.39	24.06	24.32	15743.24	  1.04	医疗保健	北京	5.47	24.84	29614	33772	  0.88	50	2	--  	44.43	          0.01	--  	--  	          2.97	         73.97亿	  2.81	   1998	     32	        0.0011	2	1.38	-1.81	-24.29	-19.00	-34.70	2	          2.82	         55.97亿	         53.54	--  	0.67	-- -- 	1	7	13	-0.12	4.40	-1.07	2.13	2.51	-1.93	3.49	20210716	20200707	          4.20	--  	--  	11.92	9.75	          0.31	15.67	7.89	0.24	0.07	0.88	6.90	0.38	0.16	--  	6.77	0.23	0.06	-0.28	0.01	-0.28	-0.24	-0.29	-1.37	-0.10	2.22	10198.00	         22042	54.88万	-81.62	4.14	         10.69	-1012.81	464.15	0.00	-0.060㈠	          2.33	2.33	          1.61	         -0.33	         -0.02	         81.75	  -2.51㈠	         75.04	       -125.44	       -108.61	0.25	290	688277	--  	--  	--  	
688659	元琛科技	2.34	0.08	28.55	         20.96亿	13.10	    62.10	0.30	13.10	13.11	16097	1100	          4.42	12.68	13.20	12.64	12.80	2098.17	  0.89	环境保护	安徽	4.38	13.03	7980	8117	  0.98	414	15	--  	0.00	          0.00	--  	--  	          0.36	          4.77亿	  2.76	    846	     19	        0.0052	2	3.81	2.90	1.00	4.30	105.33	0	          4.42	          4.77亿	         22.75	33.78	0.66	-- -- 	1			-0.94	3.13	-1.25	1.83	3.31	-0.76	3.64	20210723	20210331	          1.60	--  	--  	9.36	6.10	--  	34.83	6.96	1.66	0.05	2.62	2.67	1.14	1.52	--  	2.45	0.79	0.52	0.08	-0.00	0.09	0.08	0.07	1.83	0.17	2.13	21999.00	          1654	2.17万	0.00	0.00	          3.44	121.00	26.67	0.92	0.070㈠	          3.81	0.00	          1.53	          1.14	          0.11	         65.17	   1.38㈠	         33.78	         10.07	         10.74	0.05	512	688659	--  	--  	--  	
688038	中科通达	2.23	0.35	45.95	         26.63亿	22.88	   128.42	0.50	22.87	22.88	19965	571	          8.44	22.22	23.00	21.85	22.38	4517.22	  0.82	软件服务	湖北	5.14	22.63	10321	9644	  1.07	198	122	--  	13.49	          0.03	--  	--  	          0.24	          5.41亿	  2.66	   1131	     18	        0.0075	2	2.10	-1.84	166.05	166.05	166.05	0	          8.44	          5.41亿	         20.34	48.07	0.00	-- -- 				-0.71	2.77	-2.37	1.10	2.97	-0.52	4.71	20210719	20210713	          1.16	--  	--  	10.00	5.09	--  	49.05	6.78	0.07	0.01	4.41	1.17	0.91	2.53	--  	2.20	0.63	0.42	0.06	0.02	0.06	0.05	0.05	1.85	-0.57	0.23	28204.00	           839	1.92万	0.00	0.00	          3.76	-46.60	42.57	0.00	0.045㈠	          6.09	6.09	          1.89	          1.59	         -0.49	         50.95	   1.02㈠	         32.91	          9.17	          8.29	0.06	424	688038	--  	--  	--  	
688567	孚能科技	2.22	-0.19	--  	        374.52亿	34.98	--  	0.76	34.98	34.99	141440	678	          1.77	34.22	36.16	34.22	34.22	49895.40	  1.13	电气设备	江西	5.67	35.28	62940	78500	  0.80	98	137	--  	100.37	          0.01	--  	--  	          7.99	        279.44亿	  2.64	   3294	     43	        0.0005	2	5.94	3.85	11.08	26.42	-23.54	0	          2.65	        186.94亿	         49.92	--  	2.10	KDJ金叉	10	2	14	0.00	5.67	0.00	3.09	2.22	-3.26	2.22	20210716	20200717	         10.71	--  	--  	156.73	99.06	--  	36.80	90.01	32.20	3.10	34.78	45.58	13.31	7.19	--  	92.06	3.67	3.52	-2.21	0.05	-2.22	-1.76	-1.95	-3.92	2.50	-12.71	16512.00	         32366	113.22万	-79.15	198.86	          3.78	149.92	102.14	0.00	-0.160㈠	          9.25	0.00	          8.60	         -0.37	          0.23	         63.20	  -1.78㈠	          3.89	        -60.29	        -48.05	1.15	3670	688567	--  	--  	--  	
688508	芯朋微	2.19	0.01	135.67	        157.92亿	140.00	   133.54	3.00	140.00	140.06	41253	688	          6.13	136.08	147.00	134.00	137.00	57602.92	  0.67	半导体	江苏	9.49	139.63	18509	22744	  0.81	229	5	--  	214.05	          0.02	--  	--  	          0.67	         94.27亿	  2.61	   3084	     13	        0.0020	2	5.28	3.72	39.03	91.07	48.62	4	          6.13	         94.27亿	         59.70	158.34	0.03	多头排列	8	6	2	-0.67	7.30	-2.19	1.92	2.88	-4.76	4.48	20210721	20200722	          1.13	--  	--  	14.13	13.30	--  	5.85	12.86	0.21	0.01	0.76	3.21	0.85	1.01	0.00	8.74	1.43	0.85	0.32	0.00	0.32	0.30	0.28	3.08	0.05	-6.67	11096.00	          6069	84.96万	129.25	125.99	         11.87	2952.05	110.69	0.21	0.260㈠	         11.79	0.00	          7.74	          2.73	          0.05	         94.15	   2.22㈠	         40.52	         22.16	         20.72	0.22	210	688508	--  	--  	--  	
688613	奥精医疗	2.15	-0.18	86.98	         93.00亿	69.75	   128.51	1.47	69.73	69.75	9123	27	          3.33	67.00	70.40	66.21	68.28	6260.45	  0.58	医疗保健	北京	6.14	68.62	4165	4958	  0.84	2	12	--  	10.52	          0.01	--  	--  	          0.27	         19.11亿	  2.57	   1337	      7	        0.0025	2	2.83	1.48	-22.15	324.53	324.53	0	          3.33	         19.11亿	         20.55	104.56	0.00	KDJ金叉				-1.87	3.10	-3.03	0.51	4.10	-0.92	5.35	20210716	20210521	          1.33	--  	--  	8.42	6.41	          0.28	20.50	5.89	0.64	0.26	0.61	0.33	0.20	0.17	--  	4.20	0.37	0.05	0.20	0.00	0.22	0.18	0.13	1.01	0.27	0.12	30845.00	           888	6.20万	0.00	0.00	          8.15	346.05	253.50	0.00	0.136㈠	          8.56	8.56	          3.15	          0.76	          0.20	         76.14	   2.82㈠	         85.73	         53.81	         49.31	0.04	130	688613	--  	--  	--  	
688012	中微公司	2.15	0.00	234.21	       1414.03亿	229.89	   256.59	4.84	229.85	229.89	170597	1079	          6.89	219.99	234.97	215.00	225.05	382956.06	  0.90	专用机械	上海	8.87	224.48	91805	78792	  1.17	6	199	--  	2002.53	          0.04	--  	--  	          2.47	        568.91亿	  2.57	   4581	     37	        0.0015	2	15.03	14.40	51.74	97.28	45.88	0	          6.89	        568.91亿	         40.23	287.29	1.90	多头排列	8	6	3	-2.25	4.41	-4.47	-0.25	4.50	-2.16	6.93	20210723	20190722	          6.15	--  	--  	59.04	45.60	          0.00	22.75	41.13	1.92	2.77	11.36	11.39	12.25	3.40	--  	38.73	6.03	3.56	1.63	-0.04	1.62	1.38	0.11	1.05	-0.77	-0.10	48951.00	          5055	116.22万	425.36	46.24	         26.96	-1827.06	234.37	0.00	0.260㈠	          8.53	8.53	          6.30	          0.17	         -0.13	         77.25	   3.02㈠	         40.92	         27.01	         22.83	0.86	894	688012	--  	--  	--  	
